Replicate,Treatment,Distance,Direction,Eggs,Aphids,Date,Week
16,Control,4,S,0,1,7/9/16,1
16,Control,0.5,W,0,2,7/9/16,1
16,Control,1,W,1,2,7/9/16,1
16,Control,2,W,1,3,7/9/16,1
16,Control,4,W,1,0,7/9/16,1
17,Chemical,FOCAL,Center,0,0,7/9/16,1
17,Chemical,0.5,N,0,10,7/9/16,1
17,Chemical,1,N,2,0,7/9/16,1
17,Chemical,2,N,1,0,7/9/16,1
17,Chemical,4,N,0,1,7/9/16,1
17,Chemical,0.5,E,1,1,7/9/16,1
17,Chemical,1,E,4,0,7/9/16,1
17,Chemical,2,E,0,0,7/9/16,1
17,Chemical,4,E,0,1,7/9/16,1
17,Chemical,0.5,S,1,1,7/9/16,1
17,Chemical,1,S,0,0,7/9/16,1
17,Chemical,2,S,1,2,7/9/16,1
17,Chemical,4,S,1,5,7/9/16,1
17,Chemical,0.5,W,1,1,7/9/16,1
17,Chemical,1,W,1,0,7/9/16,1
17,Chemical,2,W,2,0,7/9/16,1
17,Chemical,4,W,1,1,7/9/16,1
18,Predator,FOCAL,Center,0,0,7/9/16,1
18,Predator,0.5,N,0,7,7/9/16,1
18,Predator,1,N,1,7,7/9/16,1
18,Predator,2,N,2,1,7/9/16,1
18,Predator,4,N,0,1,7/9/16,1
18,Predator,0.5,E,1,3,7/9/16,1
18,Predator,1,E,1,1,7/9/16,1
18,Predator,2,E,0,1,7/9/16,1
18,Predator,4,E,0,2,7/9/16,1
18,Predator,0.5,S,1,13,7/9/16,1
18,Predator,1,S,1,4,7/9/16,1
18,Predator,2,S,0,0,7/9/16,1
18,Predator,4,S,0,3,7/9/16,1
18,Predator,0.5,W,0,1,7/9/16,1
18,Predator,1,W,1,3,7/9/16,1
18,Predator,2,W,0,2,7/9/16,1
18,Predator,4,W,1,0,7/9/16,1
19,Predator,FOCAL,Center,1,6,7/9/16,1
19,Predator,0.5,N,5,4,7/9/16,1
19,Predator,1,N,1,2,7/9/16,1
19,Predator,2,N,1,6,7/9/16,1
19,Predator,4,N,0,3,7/9/16,1
19,Predator,0.5,E,2,1,7/9/16,1
19,Predator,1,E,3,5,7/9/16,1
19,Predator,2,E,1,4,7/9/16,1
19,Predator,4,E,2,1,7/9/16,1
19,Predator,0.5,S,2,2,7/9/16,1
19,Predator,1,S,2,0,7/9/16,1
19,Predator,2,S,5,0,7/9/16,1
19,Predator,4,S,0,4,7/9/16,1
19,Predator,0.5,W,1,4,7/9/16,1
19,Predator,1,W,2,1,7/9/16,1
19,Predator,2,W,3,1,7/9/16,1
19,Predator,4,W,0,0,7/9/16,1
20,Control,FOCAL,Center,0,1,7/9/16,1
20,Control,0.5,N,0,0,7/9/16,1
20,Control,1,N,1,1,7/9/16,1
20,Control,2,N,0,1,7/9/16,1
20,Control,4,N,1,2,7/9/16,1
20,Control,0.5,E,0,0,7/9/16,1
20,Control,1,E,0,1,7/9/16,1
20,Control,2,E,0,1,7/9/16,1
20,Control,4,E,0,0,7/9/16,1
20,Control,0.5,S,0,0,7/9/16,1
20,Control,1,S,1,0,7/9/16,1
20,Control,2,S,0,0,7/9/16,1
20,Control,4,S,1,0,7/9/16,1
20,Control,0.5,W,0,3,7/9/16,1
20,Control,1,W,0,6,7/9/16,1
20,Control,2,W,0,0,7/9/16,1
20,Control,4,W,1,1,7/9/16,1
21,Chemical,FOCAL,Center,1,0,7/9/16,1
21,Chemical,0.5,N,1,2,7/9/16,1
21,Chemical,1,N,0,3,7/9/16,1
21,Chemical,2,N,1,0,7/9/16,1
21,Chemical,4,N,2,5,7/9/16,1
21,Chemical,0.5,E,1,1,7/9/16,1
21,Chemical,1,E,0,0,7/9/16,1
21,Chemical,2,E,0,0,7/9/16,1
21,Chemical,4,E,4,2,7/9/16,1
21,Chemical,0.5,S,1,4,7/9/16,1
21,Chemical,1,S,0,2,7/9/16,1
21,Chemical,2,S,1,1,7/9/16,1
21,Chemical,4,S,1,4,7/9/16,1
21,Chemical,0.5,W,0,5,7/9/16,1
21,Chemical,1,W,1,5,7/9/16,1
21,Chemical,2,W,0,1,7/9/16,1
21,Chemical,4,W,1,2,7/9/16,1
1,Chemical,FOCAL,Center,0,5,7/16/16,2
1,Chemical,0.5,N,0,33,7/16/16,2
1,Chemical,1,N,1,20,7/16/16,2
1,Chemical,2,N,0,13,7/16/16,2
1,Chemical,4,N,3,7,7/16/16,2
1,Chemical,0.5,E,0,16,7/16/16,2
1,Chemical,1,E,0,26,7/16/16,2
1,Chemical,2,E,1,8,7/16/16,2
1,Chemical,4,E,0,4,7/16/16,2
1,Chemical,0.5,S,3,11,7/16/16,2
1,Chemical,1,S,0,17,7/16/16,2
1,Chemical,2,S,0,2,7/16/16,2
1,Chemical,4,S,5,2,7/16/16,2
1,Chemical,0.5,W,0,5,7/16/16,2
1,Chemical,1,W,0,1,7/16/16,2
1,Chemical,2,W,0,15,7/16/16,2
1,Chemical,4,W,0,9,7/16/16,2
2,Control,FOCAL,Center,0,12,7/16/16,2
2,Control,0.5,N,0,17,7/16/16,2
2,Control,1,N,0,3,7/16/16,2
2,Control,2,N,0,1,7/16/16,2
2,Control,4,N,0,28,7/16/16,2
2,Control,0.5,E,0,30,7/16/16,2
2,Control,1,E,0,26,7/16/16,2
2,Control,2,E,1,51,7/16/16,2
2,Control,4,E,3,33,7/16/16,2
2,Control,0.5,S,2,17,7/16/16,2
2,Control,1,S,0,22,7/16/16,2
2,Control,2,S,0,26,7/16/16,2
2,Control,4,S,1,24,7/16/16,2
2,Control,0.5,W,0,15,7/16/16,2
2,Control,1,W,0,8,7/16/16,2
2,Control,2,W,0,3,7/16/16,2
2,Control,4,W,1,7,7/16/16,2
3,Predator,FOCAL,Center,0,2,7/16/16,2
3,Predator,0.5,N,0,55,7/16/16,2
3,Predator,1,N,0,4,7/16/16,2
3,Predator,2,N,2,8,7/16/16,2
3,Predator,4,N,0,1,7/16/16,2
3,Predator,0.5,E,1,2,7/16/16,2
3,Predator,1,E,0,63,7/16/16,2
3,Predator,2,E,1,5,7/16/16,2
3,Predator,4,E,0,9,7/16/16,2
3,Predator,0.5,S,0,0,7/16/16,2
3,Predator,1,S,0,15,7/16/16,2
3,Predator,2,S,1,5,7/16/16,2
3,Predator,4,S,0,24,7/16/16,2
3,Predator,0.5,W,0,0,7/16/16,2
3,Predator,1,W,0,13,7/16/16,2
3,Predator,2,W,0,16,7/16/16,2
3,Predator,4,W,0,0,7/16/16,2
4,Chemical,FOCAL,Center,0,4,7/16/16,2
4,Chemical,0.5,N,0,23,7/16/16,2
4,Chemical,1,N,0,10,7/16/16,2
4,Chemical,2,N,0,30,7/16/16,2
4,Chemical,4,N,0,16,7/16/16,2
4,Chemical,0.5,E,0,44,7/16/16,2
4,Chemical,1,E,0,35,7/16/16,2
4,Chemical,2,E,1,0,7/16/16,2
4,Chemical,4,E,0,17,7/16/16,2
4,Chemical,0.5,S,0,19,7/16/16,2
4,Chemical,1,S,0,7,7/16/16,2
4,Chemical,2,S,0,77,7/16/16,2
4,Chemical,4,S,0,37,7/16/16,2
4,Chemical,0.5,W,0,9,7/16/16,2
4,Chemical,1,W,1,21,7/16/16,2
4,Chemical,2,W,0,55,7/16/16,2
4,Chemical,4,W,0,5,7/16/16,2
5,Predator,FOCAL,Center,0,0,7/16/16,2
5,Predator,0.5,N,0,41,7/16/16,2
5,Predator,1,N,0,2,7/16/16,2
5,Predator,2,N,3,5,7/16/16,2
5,Predator,4,N,1,2,7/16/16,2
5,Predator,0.5,E,0,60,7/16/16,2
5,Predator,1,E,0,60,7/16/16,2
5,Predator,2,E,2,8,7/16/16,2
5,Predator,4,E,0,7,7/16/16,2
5,Predator,0.5,S,0,2,7/16/16,2
5,Predator,1,S,0,12,7/16/16,2
5,Predator,2,S,0,33,7/16/16,2
5,Predator,4,S,1,21,7/16/16,2
5,Predator,0.5,W,0,5,7/16/16,2
5,Predator,1,W,0,7,7/16/16,2
5,Predator,2,W,0,1,7/16/16,2
5,Predator,4,W,0,18,7/16/16,2
6,Control,FOCAL,Center,0,18,7/16/16,2
6,Control,0.5,N,0,26,7/16/16,2
6,Control,1,N,0,17,7/16/16,2
6,Control,2,N,1,20,7/16/16,2
6,Control,4,N,1,12,7/16/16,2
6,Control,0.5,E,2,26,7/16/16,2
6,Control,1,E,0,15,7/16/16,2
6,Control,2,E,1,2,7/16/16,2
6,Control,4,E,0,15,7/16/16,2
6,Control,0.5,S,1,3,7/16/16,2
6,Control,1,S,0,9,7/16/16,2
6,Control,2,S,1,2,7/16/16,2
6,Control,4,S,1,20,7/16/16,2
6,Control,0.5,W,0,16,7/16/16,2
6,Control,1,W,1,5,7/16/16,2
6,Control,2,W,1,9,7/16/16,2
6,Control,4,W,0,17,7/16/16,2
7,Control,FOCAL,Center,0,15,7/16/16,2
7,Control,0.5,N,0,18,7/16/16,2
7,Control,1,N,0,4,7/16/16,2
7,Control,2,N,0,12,7/16/16,2
7,Control,4,N,0,1,7/16/16,2
7,Control,0.5,E,0,16,7/16/16,2
7,Control,1,E,0,53,7/16/16,2
7,Control,2,E,0,26,7/16/16,2
7,Control,4,E,0,6,7/16/16,2
7,Control,0.5,S,0,7,7/16/16,2
7,Control,1,S,0,5,7/16/16,2
7,Control,2,S,0,22,7/16/16,2
7,Control,4,S,0,3,7/16/16,2
7,Control,0.5,W,0,17,7/16/16,2
7,Control,1,W,0,12,7/16/16,2
7,Control,2,W,1,2,7/16/16,2
7,Control,4,W,0,12,7/16/16,2
8,Chemical,FOCAL,Center,1,1,7/16/16,2
8,Chemical,0.5,N,1,5,7/16/16,2
8,Chemical,1,N,0,25,7/16/16,2
8,Chemical,2,N,0,9,7/16/16,2
8,Chemical,4,N,0,1,7/16/16,2
8,Chemical,0.5,E,0,2,7/16/16,2
8,Chemical,1,E,1,5,7/16/16,2
8,Chemical,2,E,0,11,7/16/16,2
8,Chemical,4,E,1,19,7/16/16,2
8,Chemical,0.5,S,0,5,7/16/16,2
8,Chemical,1,S,0,27,7/16/16,2
8,Chemical,2,S,0,32,7/16/16,2
8,Chemical,4,S,1,22,7/16/16,2
8,Chemical,0.5,W,0,12,7/16/16,2
8,Chemical,1,W,0,9,7/16/16,2
8,Chemical,2,W,0,12,7/16/16,2
8,Chemical,4,W,0,1,7/16/16,2
9,Predator,FOCAL,Center,0,10,7/16/16,2
9,Predator,0.5,N,0,15,7/16/16,2
9,Predator,1,N,1,2,7/16/16,2
9,Predator,2,N,0,7,7/16/16,2
9,Predator,4,N,0,4,7/16/16,2
9,Predator,0.5,E,0,30,7/16/16,2
9,Predator,1,E,0,35,7/16/16,2
9,Predator,2,E,0,20,7/16/16,2
9,Predator,4,E,0,78,7/16/16,2
9,Predator,0.5,S,0,0,7/16/16,2
9,Predator,1,S,0,16,7/16/16,2
9,Predator,2,S,0,1,7/16/16,2
9,Predator,4,S,0,7,7/16/16,2
9,Predator,0.5,W,0,13,7/16/16,2
9,Predator,1,W,1,2,7/16/16,2
9,Predator,2,W,1,0,7/16/16,2
9,Predator,4,W,1,0,7/16/16,2
10,Chemical,FOCAL,Center,0,4,7/16/16,2
10,Chemical,0.5,N,0,11,7/16/16,2
10,Chemical,1,N,1,3,7/16/16,2
10,Chemical,2,N,0,16,7/16/16,2
10,Chemical,4,N,0,6,7/16/16,2
10,Chemical,0.5,E,0,5,7/16/16,2
10,Chemical,1,E,0,26,7/16/16,2
10,Chemical,2,E,0,11,7/16/16,2
10,Chemical,4,E,1,4,7/16/16,2
10,Chemical,0.5,S,0,0,7/16/16,2
10,Chemical,1,S,0,0,7/16/16,2
10,Chemical,2,S,0,9,7/16/16,2
10,Chemical,4,S,0,1,7/16/16,2
10,Chemical,0.5,W,0,4,7/16/16,2
10,Chemical,1,W,1,0,7/16/16,2
10,Chemical,2,W,0,8,7/16/16,2
10,Chemical,4,W,0,1,7/16/16,2
11,Predator,FOCAL,Center,0,3,7/16/16,2
11,Predator,0.5,N,0,9,7/16/16,2
11,Predator,1,N,0,25,7/16/16,2
11,Predator,2,N,1,10,7/16/16,2
11,Predator,4,N,0,1,7/16/16,2
11,Predator,0.5,E,0,23,7/16/16,2
11,Predator,1,E,0,12,7/16/16,2
11,Predator,2,E,0,54,7/16/16,2
11,Predator,4,E,0,18,7/16/16,2
11,Predator,0.5,S,0,9,7/16/16,2
11,Predator,1,S,0,30,7/16/16,2
11,Predator,2,S,0,0,7/16/16,2
11,Predator,4,S,0,0,7/16/16,2
11,Predator,0.5,W,0,13,7/16/16,2
11,Predator,1,W,0,7,7/16/16,2
11,Predator,2,W,0,4,7/16/16,2
11,Predator,4,W,0,19,7/16/16,2
12,Control,FOCAL,Center,0,10,7/16/16,2
12,Control,0.5,N,0,24,7/16/16,2
12,Control,1,N,0,23,7/16/16,2
12,Control,2,N,0,35,7/16/16,2
12,Control,4,N,0,16,7/16/16,2
12,Control,0.5,E,2,11,7/16/16,2
12,Control,1,E,0,15,7/16/16,2
12,Control,2,E,1,0,7/16/16,2
12,Control,4,E,1,0,7/16/16,2
12,Control,0.5,S,0,80,7/16/16,2
12,Control,1,S,0,1,7/16/16,2
12,Control,2,S,0,0,7/16/16,2
12,Control,4,S,0,0,7/16/16,2
12,Control,0.5,W,1,17,7/16/16,2
12,Control,1,W,0,18,7/16/16,2
12,Control,2,W,0,11,7/16/16,2
12,Control,4,W,0,16,7/16/16,2
13,Control,FOCAL,Center,0,9,7/16/16,2
13,Control,0.5,N,0,1,7/16/16,2
13,Control,1,N,0,21,7/16/16,2
13,Control,2,N,0,23,7/16/16,2
13,Control,4,N,0,11,7/16/16,2
13,Control,0.5,E,2,22,7/16/16,2
13,Control,1,E,0,26,7/16/16,2
13,Control,2,E,0,19,7/16/16,2
13,Control,4,E,0,10,7/16/16,2
13,Control,0.5,S,0,2,7/16/16,2
13,Control,1,S,5,34,7/16/16,2
13,Control,2,S,0,19,7/16/16,2
13,Control,4,S,0,19,7/16/16,2
13,Control,0.5,W,0,15,7/16/16,2
13,Control,1,W,0,18,7/16/16,2
13,Control,2,W,3,12,7/16/16,2
13,Control,4,W,0,5,7/16/16,2
14,Predator,FOCAL,Center,0,9,7/16/16,2
14,Predator,0.5,N,0,8,7/16/16,2
14,Predator,1,N,0,17,7/16/16,2
14,Predator,2,N,2,8,7/16/16,2
14,Predator,4,N,0,8,7/16/16,2
14,Predator,0.5,E,0,5,7/16/16,2
14,Predator,1,E,0,3,7/16/16,2
14,Predator,2,E,1,0,7/16/16,2
14,Predator,4,E,1,14,7/16/16,2
14,Predator,0.5,S,0,1,7/16/16,2
14,Predator,1,S,0,1,7/16/16,2
14,Predator,2,S,1,1,7/16/16,2
14,Predator,4,S,1,1,7/16/16,2
14,Predator,0.5,W,0,0,7/16/16,2
14,Predator,1,W,0,6,7/16/16,2
14,Predator,2,W,1,4,7/16/16,2
14,Predator,4,W,2,7,7/16/16,2
15,Chemical,FOCAL,Center,0,0,7/16/16,2
15,Chemical,0.5,N,0,4,7/16/16,2
15,Chemical,1,N,0,6,7/16/16,2
15,Chemical,2,N,1,13,7/16/16,2
15,Chemical,4,N,0,18,7/16/16,2
15,Chemical,0.5,E,0,4,7/16/16,2
15,Chemical,1,E,1,12,7/16/16,2
15,Chemical,2,E,0,28,7/16/16,2
15,Chemical,4,E,0,24,7/16/16,2
15,Chemical,0.5,S,0,0,7/16/16,2
15,Chemical,1,S,2,2,7/16/16,2
15,Chemical,2,S,0,37,7/16/16,2
15,Chemical,4,S,0,5,7/16/16,2
15,Chemical,0.5,W,0,9,7/16/16,2
15,Chemical,1,W,0,13,7/16/16,2
15,Chemical,2,W,0,19,7/16/16,2
15,Chemical,4,W,0,5,7/16/16,2
